Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
28-04-2022,1,6500,300,2 out of 3,Super Area,Hebbal,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
25-05-2022,1,6500,700,Ground out of 1,Super Area,Hosakerehalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
18-05-2022,2,16000,850,Ground out of 2,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
26-05-2022,1,24000,700,7 out of 7,Carpet Area,"Domlur, Domlur",Bangalore,Furnished,Bachelors/Family,1,Contact Agent
07-07-2022,1,15000,455,2 out of 4,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
26-06-2022,2,18000,1000,Ground out of 4,Carpet Area,"Sai Colony, Krishnarajapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
30-05-2022,1,8500,600,1 out of 2,Super Area,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
23-05-2022,1,4000,250,Ground out of 2,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
23-05-2022,1,5000,400,1 out of 2,Super Area,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
04-07-2022,2,22000,1200,3 out of 5,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
27-04-2022,1,12000,500,2 out of 5,Carpet Area,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
23-05-2022,1,9000,350,2 out of 3,Super Area,Btm Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
29-04-2022,2,7500,1100,Ground out of 3,Super Area,"Vinayak Nagar, Kattigenahalli",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
04-06-2022,2,30000,1650,2 out of 3,Super Area,Ganga Nagar,Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner
05-05-2022,4,14000,1000,Ground out of 4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
19-06-2022,2,9250,500,2 out of 3,Super Area,Banashankari,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
29-06-2022,1,13000,700,1 out of 5,Super Area,Gh society,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
23-05-2022,2,12000,1200,Ground out of 5,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
27-04-2022,1,12000,600,1 out of 2,Super Area,Wilson Garden,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
01-05-2022,2,10000,925,2 out of 5,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
09-07-2022,3,60000,2400,Ground out of 8,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
23-05-2022,3,35000,1500,1 out of 9,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
27-05-2022,2,12000,600,Ground out of 4,Super Area,"Dooravani Nagar, Dooravani Nagar",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
27-05-2022,1,14000,435,3 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
14-05-2022,1,8000,650,Ground out of 1,Carpet Area,"Srinivasa Nagar-Banashankari, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
15-06-2022,2,11000,700,Ground out of 2,Carpet Area,Uttarahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
30-06-2022,2,20000,890,5 out of 12,Carpet Area,Yelahanka,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
23-06-2022,1,12500,600,3 out of 4,Super Area,Hbr Layout,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
23-06-2022,2,35000,1250,3 out of 4,Carpet Area,Cunningham Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
04-07-2022,3,26000,1350,2 out of 5,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
06-07-2022,3,85000,2600,8 out of 18,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Family,4,Contact Agent
27-05-2022,1,14000,440,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
18-05-2022,2,22000,1150,1 out of 4,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
16-05-2022,1,7000,450,2 out of 4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
29-04-2022,2,16000,1150,3 out of 5,Super Area,Nri Layout,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
28-05-2022,2,11000,600,2 out of 5,Carpet Area,Gottigere,Bangalore,Unfurnished,Bachelors,1,Contact Owner
30-06-2022,2,20000,980,4 out of 12,Carpet Area,Yelahanka,Bangalore,Semi-Furnished,Family,2,Contact Agent
05-07-2022,3,60000,1850,3 out of 3,Carpet Area,Halasuru,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
31-05-2022,2,5000,625,1 out of 3,Carpet Area,Kadabagere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
27-05-2022,1,4000,100,2 out of 3,Super Area,"Itc Colony, Maruthi Sevanagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
05-07-2022,2,15000,1200,1 out of 1,Carpet Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
01-05-2022,3,18000,1200,Ground out of 4,Carpet Area,Bagalakunte,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
14-06-2022,2,12000,1080,1 out of 2,Carpet Area,Punyabhoomi Layout,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
14-05-2022,1,8500,700,1 out of 3,Super Area,Amrutahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
05-05-2022,2,11000,800,Ground out of 1,Super Area,"Panduranga Nagar, bannerghatta main Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
05-05-2022,3,42000,1880,14 out of 14,Super Area,whitefield,Bangalore,Semi-Furnished,Family,2,Contact Owner
29-04-2022,2,25000,1305,1 out of 8,Super Area,Jakkur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
29-04-2022,1,8500,600,3 out of 5,Super Area,Sahakara Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
08-06-2022,2,12500,950,2 out of 8,Super Area,Yelahanka Dodda Ballapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
20-06-2022,2,18000,1188,Ground out of 4,Super Area,"Hegde Nagar, R.K.Hegde Nagar",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
23-06-2022,1,6000,500,2 out of 3,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
27-05-2022,2,9000,875,Ground out of 1,Super Area,"Kereguddadahalli, chikkabanavara Bangalore",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
23-06-2022,3,54000,2100,3 out of 4,Carpet Area,Wilson garden Bangalore,Bangalore,Unfurnished,Bachelors,3,Contact Agent
05-05-2022,3,22000,1200,2 out of 4,Super Area,Annapurneshwari Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
06-07-2022,3,120000,2390,3 out of 17,Super Area,Rajajinagar,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
20-06-2022,1,7000,600,1 out of 3,Super Area,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
10-06-2022,2,28000,1150,1 out of 2,Carpet Area,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,2,Contact Agent
12-06-2022,3,55000,1788,Ground out of 1,Carpet Area,Koramangala Block 4,Bangalore,Semi-Furnished,Family,3,Contact Agent
23-05-2022,2,19000,1250,3 out of 3,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
04-07-2022,1,11000,600,4 out of 5,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
04-07-2022,3,18000,1600,2 out of 4,Super Area,"Vimanapura, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
06-07-2022,3,70000,1520,23 out of 25,Carpet Area,"Sena Vihar, Kammanahalli",Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
15-06-2022,1,12000,550,1 out of 3,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
05-05-2022,2,18000,1100,2 out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
12-05-2022,2,30000,1100,2 out of 5,Carpet Area,Hsr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
04-07-2022,2,10000,1100,Ground out of 3,Super Area,Chikkabanavara,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
05-05-2022,1,6000,400,1 out of 3,Super Area,Nandini Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
07-07-2022,1,4500,300,3 out of 3,Super Area,"Virat Nagar, Bommanahalli",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
16-06-2022,1,8000,500,Ground out of 3,Super Area,Rajarajeshwari Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
19-05-2022,2,20000,1100,3 out of 4,Carpet Area,Hennur Main Road,Bangalore,Furnished,Bachelors,2,Contact Agent
27-06-2022,2,17500,1000,1 out of 3,Carpet Area,"Dodda Banaswadi, Banaswadi",Bangalore,Unfurnished,Family,2,Contact Owner
27-05-2022,2,22000,850,Ground out of 4,Super Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
27-05-2022,2,17000,1020,2 out of 5,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
19-05-2022,2,22000,1250,1 out of 1,Super Area,Kammanahalli,Bangalore,Unfurnished,Bachelors,2,Contact Owner
05-05-2022,3,24000,1400,2 out of 4,Super Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
05-05-2022,1,12000,600,1 out of 3,Super Area,Koramangala,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
20-06-2022,1,4500,200,4 out of 5,Super Area,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
23-05-2022,1,5000,300,Ground out of 3,Super Area,Basaveshvara Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
23-05-2022,1,6000,400,1 out of 3,Super Area,"Vyalikaval, Malleshwaram",Bangalore,Furnished,Bachelors/Family,1,Contact Owner
14-05-2022,1,11000,450,3 out of 4,Super Area,Rajamahal Guttahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
22-05-2022,2,20000,1180,1 out of 4,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
06-07-2022,3,35000,1460,6 out of 12,Carpet Area,Jakkur,Bangalore,Unfurnished,Bachelors,3,Contact Agent
23-05-2022,3,24000,1464,2 out of 5,Carpet Area,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
24-06-2022,2,10000,700,Lower Basement out of 3,Carpet Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
02-06-2022,2,16000,680,1 out of 10,Carpet Area,Devanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
12-06-2022,3,100000,2750,5 out of 9,Carpet Area,Prestige Acropolis,Bangalore,Semi-Furnished,Bachelors,4,Contact Agent
23-05-2022,2,14000,800,Ground out of 2,Super Area,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
07-06-2022,2,7500,600,3 out of 4,Carpet Area,Karihobanahalli,Bangalore,Unfurnished,Bachelors,1,Contact Owner
15-05-2022,3,16000,1200,1 out of 4,Carpet Area,"Gubbalala, Subramanyapura",Bangalore,Unfurnished,Bachelors,3,Contact Owner
12-05-2022,4,65000,3200,18 out of 19,Carpet Area,Kothanur,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
10-05-2022,2,18000,1800,1 out of 3,Super Area,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
23-05-2022,1,8000,500,2 out of 2,Super Area,Frazer Town,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
23-05-2022,2,11000,1200,Ground out of 2,Super Area,"Kadugondanahalli, Kadugondanahalli",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
08-06-2022,1,8000,750,1 out of 3,Super Area,"Prakruthi Township, Hennur",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
29-06-2022,1,13000,700,1 out of 5,Super Area,GH Society,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
20-06-2022,2,30000,1000,12 out of 23,Carpet Area,Yeshwantpur,Bangalore,Unfurnished,Bachelors,2,Contact Agent
